Gender;Age;Height;Weight;family_history_with_overweight;FAVC;FCVC;NCP;CAEC;SMOKE;CH2O;SCC;FAF;TUE;CALC;MTRANS;NObeyesdad
Male;24;177;11740;yes;yes;223;299;Sometimes;no;203;no;86;450;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;177;11771;yes;yes;148;300;Sometimes;no;202;no;105;461;Sometimes;Public_Transportation;Obesity_Type_II
Male;40;176;11765;yes;yes;203;298;Sometimes;no;173;no;48;0;Sometimes;Automobile;Obesity_Type_II
Male;40;176;11697;yes;yes;205;284;Sometimes;no;173;no;58;0;Sometimes;Automobile;Obesity_Type_II
Male;27;168;10287;yes;yes;267;110;Sometimes;no;123;no;21;1003;no;Public_Transportation;Obesity_Type_II
Male;30;170;10018;yes;yes;282;192;Sometimes;no;100;no;139;553;no;Public_Transportation;Obesity_Type_II
Male;23;185;12166;yes;yes;300;251;Sometimes;no;169;no;77;0;Sometimes;Public_Transportation;Obesity_Type_II
Male;24;187;12168;yes;yes;295;266;Sometimes;no;210;no;87;0;Sometimes;Public_Transportation;Obesity_Type_II
Male;23;187;12184;yes;yes;283;260;Sometimes;no;184;no;128;0;Sometimes;Public_Transportation;Obesity_Type_II
Male;23;185;12142;yes;yes;300;257;Sometimes;no;201;no;92;0;Sometimes;Public_Transportation;Obesity_Type_II
Male;24;162;9854;yes;yes;296;243;Sometimes;no;100;no;193;754;no;Public_Transportation;Obesity_Type_II
Male;27;165;9959;yes;yes;294;185;Sometimes;no;100;no;109;716;no;Public_Transportation;Obesity_Type_II
Male;20;162;10430;yes;yes;287;163;Sometimes;no;138;no;21;1163;no;Public_Transportation;Obesity_Type_II
Male;23;164;10427;yes;yes;287;157;Sometimes;no;153;no;17;1368;no;Public_Transportation;Obesity_Type_II
Male;28;179;11217;yes;yes;188;300;Sometimes;no;202;no;0;325;Sometimes;Automobile;Obesity_Type_II
Male;30;176;11201;yes;yes;175;300;Sometimes;no;200;no;0;114;Sometimes;Automobile;Obesity_Type_II
Male;25;176;11309;yes;yes;117;300;Sometimes;no;201;no;125;2;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;177;11223;yes;yes;144;300;Sometimes;no;200;no;139;1;Sometimes;Public_Transportation;Obesity_Type_II
Male;32;168;10202;yes;yes;283;237;Sometimes;no;100;no;200;0;no;Public_Transportation;Obesity_Type_II
Male;31;167;10054;yes;yes;296;238;Sometimes;no;100;no;174;395;no;Public_Transportation;Obesity_Type_II
Male;28;169;9954;yes;yes;277;230;Sometimes;no;100;no;162;138;no;Public_Transportation;Obesity_Type_II
Male;28;169;9971;yes;yes;277;245;Sometimes;no;100;no;86;51;no;Public_Transportation;Obesity_Type_II
Male;31;189;12935;yes;yes;250;300;Sometimes;yes;113;no;95;1023;Sometimes;Public_Transportation;Obesity_Type_II
Male;31;192;12997;yes;yes;211;300;Sometimes;yes;101;no;99;47;Sometimes;Public_Transportation;Obesity_Type_II
Male;30;184;12407;yes;yes;247;300;Sometimes;no;266;no;99;310;Sometimes;Public_Transportation;Obesity_Type_II
Male;31;187;12317;yes;yes;259;300;Sometimes;no;230;no;60;112;Sometimes;Public_Transportation;Obesity_Type_II
Male;32;175;11921;yes;yes;215;300;Sometimes;no;213;no;39;346;Sometimes;Automobile;Obesity_Type_II
Male;31;176;11824;yes;yes;294;300;Sometimes;no;206;no;37;1334;Sometimes;Automobile;Obesity_Type_II
Male;38;175;11790;yes;yes;254;292;Sometimes;no;189;no;69;67;Sometimes;Automobile;Obesity_Type_II
Male;38;176;11867;yes;yes;261;299;Sometimes;no;180;no;64;203;Sometimes;Automobile;Obesity_Type_II
Male;22;176;11631;yes;yes;180;300;Sometimes;no;200;no;169;764;Sometimes;Public_Transportation;Obesity_Type_II
Male;23;177;11667;yes;yes;148;300;Sometimes;no;200;no;111;690;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;179;11538;yes;yes;174;300;Sometimes;no;204;no;139;392;Sometimes;Public_Transportation;Obesity_Type_II
Male;24;177;11616;yes;yes;166;300;Sometimes;no;200;no;98;690;Sometimes;Public_Transportation;Obesity_Type_II
Male;24;184;12098;yes;yes;260;285;Sometimes;no;201;no;152;296;Sometimes;Public_Transportation;Obesity_Type_II
Male;24;182;12081;yes;yes;223;300;Sometimes;no;236;no;194;682;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;183;12100;yes;yes;300;300;Sometimes;no;300;no;169;265;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;183;12100;yes;yes;300;300;Sometimes;no;300;no;147;344;Sometimes;Public_Transportation;Obesity_Type_II
Male;31;178;12075;yes;yes;252;300;Sometimes;no;223;no;35;1140;Sometimes;Automobile;Obesity_Type_II
Male;31;178;12079;yes;yes;211;300;Sometimes;no;236;no;43;1416;Sometimes;Automobile;Obesity_Type_II
Male;31;176;11937;yes;yes;297;300;Sometimes;no;283;no;45;1916;Sometimes;Automobile;Obesity_Type_II
Male;31;175;11881;yes;yes;291;300;Sometimes;no;228;no;65;1668;Sometimes;Automobile;Obesity_Type_II
Male;25;176;11737;yes;yes;145;300;Sometimes;no;200;no;138;631;Sometimes;Public_Transportation;Obesity_Type_II
Male;24;176;11733;yes;yes;154;300;Sometimes;no;200;no;163;631;Sometimes;Public_Transportation;Obesity_Type_II
Male;23;175;11944;yes;yes;189;300;Sometimes;no;200;no;192;936;Sometimes;Public_Transportation;Obesity_Type_II
Male;23;176;11919;yes;yes;201;295;Sometimes;no;197;no;159;839;Sometimes;Public_Transportation;Obesity_Type_II
Male;40;171;10801;yes;yes;249;376;Sometimes;no;100;no;186;0;no;Automobile;Obesity_Type_II
Male;37;174;10642;yes;yes;254;290;Sometimes;no;100;no;167;0;no;Automobile;Obesity_Type_II
Male;34;168;10252;yes;yes;281;237;Sometimes;no;100;no;198;0;no;Public_Transportation;Obesity_Type_II
Male;34;171;10307;yes;yes;256;210;Sometimes;no;146;no;117;412;no;Public_Transportation;Obesity_Type_II
Male;23;185;12156;yes;yes;300;227;Sometimes;no;156;no;80;0;Sometimes;Public_Transportation;Obesity_Type_II
Male;23;185;12174;yes;yes;292;269;Sometimes;no;181;no;48;0;Sometimes;Public_Transportation;Obesity_Type_II
Male;23;185;12206;yes;yes;300;228;Sometimes;no;159;no;93;0;Sometimes;Public_Transportation;Obesity_Type_II
Male;22;187;12146;yes;yes;284;268;Sometimes;no;171;no;94;0;Sometimes;Public_Transportation;Obesity_Type_II
Male;24;161;10078;yes;yes;288;149;Sometimes;no;101;no;100;1098;no;Public_Transportation;Obesity_Type_II
Male;24;160;10021;yes;yes;300;102;Sometimes;no;100;no;23;1707;no;Public_Transportation;Obesity_Type_II
Male;20;162;10339;yes;yes;277;124;Sometimes;no;141;no;17;863;no;Public_Transportation;Obesity_Type_II
Male;23;161;10064;yes;yes;300;115;Sometimes;no;124;no;113;1666;no;Public_Transportation;Obesity_Type_II
Male;29;176;11350;yes;yes;232;300;Sometimes;no;216;no;0;1465;Sometimes;Automobile;Obesity_Type_II
Male;30;176;11322;yes;yes;218;300;Sometimes;no;209;no;0;1439;Sometimes;Automobile;Obesity_Type_II
Male;27;176;11232;yes;yes;192;300;Sometimes;no;201;no;18;512;Sometimes;Automobile;Obesity_Type_II
Male;25;176;11228;yes;yes;140;300;Sometimes;no;202;no;67;62;Sometimes;Automobile;Obesity_Type_II
Male;26;178;11535;yes;yes;219;300;Sometimes;no;210;no;133;381;Sometimes;Public_Transportation;Obesity_Type_II
Male;26;179;11453;yes;yes;210;300;Sometimes;no;210;no;128;247;Sometimes;Public_Transportation;Obesity_Type_II
Male;26;177;11419;yes;yes;208;300;Sometimes;no;214;no;150;276;Sometimes;Public_Transportation;Obesity_Type_II
Male;26;177;11414;yes;yes;163;300;Sometimes;no;211;no;135;77;Sometimes;Public_Transportation;Obesity_Type_II
Male;30;176;11164;yes;yes;126;322;Sometimes;no;198;no;48;0;Sometimes;Automobile;Obesity_Type_II
Male;30;176;11195;yes;yes;107;366;Sometimes;no;198;no;5;0;Sometimes;Automobile;Obesity_Type_II
Male;41;175;10976;yes;yes;231;322;Sometimes;no;101;no;116;0;no;Automobile;Obesity_Type_II
Male;41;174;11117;yes;yes;229;285;Sometimes;no;187;no;92;0;no;Automobile;Obesity_Type_II
Male;30;170;10374;yes;yes;258;219;Sometimes;no;138;no;193;414;no;Public_Transportation;Obesity_Type_II
Male;33;170;10325;yes;yes;268;242;Sometimes;no;100;no;199;0;no;Public_Transportation;Obesity_Type_II
Male;31;168;10200;yes;yes;294;214;Sometimes;no;125;no;118;778;no;Public_Transportation;Obesity_Type_II
Male;30;170;10259;yes;yes;265;108;Sometimes;no;135;no;33;387;no;Public_Transportation;Obesity_Type_II
Male;31;188;12716;yes;yes;273;300;Sometimes;yes;149;no;149;1150;Sometimes;Public_Transportation;Obesity_Type_II
Male;31;191;12901;yes;yes;222;300;Sometimes;yes;159;no;139;918;Sometimes;Public_Transportation;Obesity_Type_II
Male;30;191;12919;yes;yes;243;300;Sometimes;no;134;no;164;90;Sometimes;Public_Transportation;Obesity_Type_II
Male;31;191;12923;yes;yes;250;300;Sometimes;no;136;no;114;173;Sometimes;Public_Transportation;Obesity_Type_II
Male;31;178;12060;yes;yes;267;300;Sometimes;no;215;no;88;594;Sometimes;Automobile;Obesity_Type_II
Male;32;177;12016;yes;yes;258;300;Sometimes;no;208;no;104;377;Sometimes;Automobile;Obesity_Type_II
Male;31;178;12061;yes;yes;234;300;Sometimes;no;230;no;57;922;Sometimes;Automobile;Obesity_Type_II
Male;31;177;12034;yes;yes;212;300;Sometimes;no;219;no;99;1556;Sometimes;Automobile;Obesity_Type_II
Male;27;182;11962;yes;yes;225;300;Sometimes;no;272;no;76;0;Sometimes;Public_Transportation;Obesity_Type_II
Male;27;184;11996;yes;yes;224;300;Sometimes;no;280;no;84;0;Sometimes;Public_Transportation;Obesity_Type_II
Male;26;185;11763;yes;yes;213;300;Sometimes;no;253;no;100;27;Sometimes;Public_Transportation;Obesity_Type_II
Male;26;183;11776;yes;yes;207;300;Sometimes;no;254;no;122;38;Sometimes;Public_Transportation;Obesity_Type_II
Male;38;175;11811;yes;yes;207;300;Sometimes;no;202;no;13;0;Sometimes;Automobile;Obesity_Type_II
Male;38;176;11786;yes;yes;215;289;Sometimes;no;204;no;85;0;Sometimes;Automobile;Obesity_Type_II
Male;28;182;12070;yes;yes;300;300;Sometimes;no;272;no;74;972;Sometimes;Automobile;Obesity_Type_II
Male;28;181;11948;yes;yes;291;300;Sometimes;no;250;no;95;786;Sometimes;Automobile;Obesity_Type_II
Male;25;177;11416;yes;yes;216;300;Sometimes;no;212;no;133;53;Sometimes;Public_Transportation;Obesity_Type_II
Male;26;177;11425;yes;yes;218;300;Sometimes;no;213;no;131;79;Sometimes;Public_Transportation;Obesity_Type_II
Male;26;176;11511;yes;yes;222;300;Sometimes;no;217;no;132;689;Sometimes;Public_Transportation;Obesity_Type_II
Male;26;177;11546;yes;yes;220;300;Sometimes;no;216;no;129;1221;Sometimes;Public_Transportation;Obesity_Type_II
Male;30;177;11235;yes;yes;195;300;Sometimes;no;204;no;0;618;Sometimes;Automobile;Obesity_Type_II
Male;30;176;11241;yes;yes;226;300;Sometimes;no;212;no;0;848;Sometimes;Automobile;Obesity_Type_II
Male;27;178;11315;yes;yes;222;300;Sometimes;no;209;no;55;1743;Sometimes;Automobile;Obesity_Type_II
Male;28;177;11324;yes;yes;231;300;Sometimes;no;215;no;0;1579;Sometimes;Automobile;Obesity_Type_II
Male;26;189;12107;yes;yes;242;300;Sometimes;no;290;no;124;556;Sometimes;Public_Transportation;Obesity_Type_II
Male;27;183;12087;yes;yes;264;300;Sometimes;no;297;no;116;759;Sometimes;Public_Transportation;Obesity_Type_II
Male;28;181;12042;yes;yes;297;300;Sometimes;no;257;no;69;1340;Sometimes;Public_Transportation;Obesity_Type_II
Male;27;181;11984;yes;yes;235;300;Sometimes;no;273;no;69;189;Sometimes;Public_Transportation;Obesity_Type_II
Male;23;186;12128;yes;yes;265;257;Sometimes;no;178;no;117;0;Sometimes;Public_Transportation;Obesity_Type_II
Male;23;187;12153;yes;yes;274;274;Sometimes;no;182;no;109;0;Sometimes;Public_Transportation;Obesity_Type_II
Male;24;178;12092;yes;yes;259;296;Sometimes;no;231;no;149;282;Sometimes;Public_Transportation;Obesity_Type_II
Male;24;179;12092;yes;yes;261;275;Sometimes;no;236;no;114;63;Sometimes;Public_Transportation;Obesity_Type_II
Male;31;176;12001;yes;yes;277;300;Sometimes;no;217;no;109;1198;Sometimes;Automobile;Obesity_Type_II
Male;31;177;12021;yes;yes;278;300;Sometimes;no;211;no;93;292;Sometimes;Automobile;Obesity_Type_II
Male;32;175;11827;yes;yes;223;300;Sometimes;no;215;no;89;478;Sometimes;Automobile;Obesity_Type_II
Male;30;176;11837;yes;yes;257;300;Sometimes;no;222;no;102;1153;Sometimes;Automobile;Obesity_Type_II
Male;31;185;12508;yes;yes;250;300;Sometimes;yes;166;no;99;218;Sometimes;Public_Transportation;Obesity_Type_II
Male;31;184;12597;yes;yes;215;300;Sometimes;yes;149;no;88;528;Sometimes;Public_Transportation;Obesity_Type_II
Male;31;183;12495;yes;yes;202;300;Sometimes;no;183;no;80;185;Sometimes;Public_Transportation;Obesity_Type_II
Male;31;186;12642;yes;yes;293;300;Sometimes;no;151;no;90;1015;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;176;11307;yes;yes;141;300;Sometimes;no;200;no;159;2;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;176;11284;yes;yes;129;300;Sometimes;no;201;no;138;2;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;177;11407;yes;yes;162;300;Sometimes;no;208;no;154;357;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;177;11400;yes;yes;153;300;Sometimes;no;208;no;152;229;Sometimes;Public_Transportation;Obesity_Type_II
Male;26;180;11793;yes;yes;204;300;Sometimes;no;244;no;102;20;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;179;11785;yes;yes;219;299;Sometimes;no;244;no;106;145;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;180;11833;yes;yes;143;300;Sometimes;no;210;no;111;197;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;184;11838;yes;yes;184;300;Sometimes;no;250;no;123;78;Sometimes;Public_Transportation;Obesity_Type_II
Male;37;176;11840;yes;yes;214;299;Sometimes;no;189;no;62;0;Sometimes;Automobile;Obesity_Type_II
Male;38;175;11920;yes;yes;250;299;Sometimes;no;196;no;61;647;Sometimes;Automobile;Obesity_Type_II
Male;39;177;11779;yes;yes;223;292;Sometimes;no;183;no;76;0;Sometimes;Automobile;Obesity_Type_II
Male;38;177;11813;yes;yes;224;291;Sometimes;no;190;no;82;0;Sometimes;Automobile;Obesity_Type_II
Male;25;160;10104;yes;yes;300;113;Sometimes;no;127;no;7;1552;no;Public_Transportation;Obesity_Type_II
Male;27;169;10318;yes;yes;265;112;Sometimes;no;115;no;22;619;no;Public_Transportation;Obesity_Type_II
Male;34;171;10328;yes;yes;253;204;Sometimes;no;100;no;167;24;no;Public_Transportation;Obesity_Type_II
Male;33;170;10278;yes;yes;274;202;Sometimes;no;100;no;198;56;no;Public_Transportation;Obesity_Type_II
Male;24;183;12104;yes;yes;268;271;Sometimes;no;273;no;116;442;Sometimes;Public_Transportation;Obesity_Type_II
Male;23;185;12125;yes;yes;300;270;Sometimes;no;263;no;98;0;Sometimes;Public_Transportation;Obesity_Type_II
Male;24;177;11908;yes;yes;243;300;Sometimes;no;202;no;158;532;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;179;11844;yes;yes;147;300;Sometimes;no;207;no;108;151;Sometimes;Public_Transportation;Obesity_Type_II
Male;25;185;12131;yes;yes;291;289;Sometimes;no;244;no;127;362;Sometimes;Public_Transportation;Obesity_Type_II
Male;24;187;12147;yes;yes;281;268;Sometimes;no;264;no;128;0;Sometimes;Public_Transportation;Obesity_Type_II
Male;23;182;12078;yes;yes;264;281;Sometimes;no;197;no;153;316;Sometimes;Public_Transportation;Obesity_Type_II
Male;23;182;12034;yes;yes;300;279;Sometimes;no;263;no;119;35;Sometimes;Public_Transportation;Obesity_Type_II
Male;24;161;10025;yes;yes;288;170;Sometimes;no;101;no;108;1058;no;Public_Transportation;Obesity_Type_II
Male;24;161;10008;yes;yes;289;169;Sometimes;no;101;no;50;1218;no;Public_Transportation;Obesity_Type_II
Male;31;165;10114;yes;yes;291;227;Sometimes;no;100;no;189;379;no;Public_Transportation;Obesity_Type_II
Male;31;165;10258;yes;yes;292;214;Sometimes;no;118;no;96;636;no;Public_Transportation;Obesity_Type_II
Male;20;166;10558;yes;yes;272;144;Sometimes;no;159;no;3;1122;no;Public_Transportation;Obesity_Type_II
Male;21;164;10107;yes;yes;280;134;Sometimes;no;113;no;23;820;no;Public_Transportation;Obesity_Type_II
Male;26;166;10432;yes;yes;275;121;Sometimes;no;145;no;13;1239;no;Public_Transportation;Obesity_Type_II
Male;27;169;10260;yes;yes;268;109;Sometimes;no;137;no;18;1042;no;Public_Transportation;Obesity_Type_II
Female;26;161;10209;yes;yes;300;300;Sometimes;no;102;no;5;1000;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;158;10506;yes;yes;300;300;Sometimes;no;120;no;0;535;Sometimes;Public_Transportation;Obesity_Type_III
Female;18;179;13786;yes;yes;300;300;Sometimes;no;284;no;199;736;Sometimes;Public_Transportation;Obesity_Type_III
Female;18;180;14994;yes;yes;300;300;Sometimes;no;218;no;200;940;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;166;11193;yes;yes;300;300;Sometimes;no;277;no;0;138;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;160;10545;yes;yes;300;300;Sometimes;no;103;no;0;375;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;168;10495;yes;yes;300;300;Sometimes;no;167;no;21;734;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;168;10990;yes;yes;300;300;Sometimes;no;147;no;14;445;Sometimes;Public_Transportation;Obesity_Type_III
Female;22;166;12121;yes;yes;300;300;Sometimes;no;135;no;46;318;Sometimes;Public_Transportation;Obesity_Type_III
Female;21;169;13376;yes;yes;300;300;Sometimes;no;134;no;193;886;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;162;10996;yes;yes;300;300;Sometimes;no;268;no;0;479;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;158;11055;yes;yes;300;300;Sometimes;no;258;no;0;492;Sometimes;Public_Transportation;Obesity_Type_III
Female;21;173;13153;yes;yes;300;300;Sometimes;no;130;no;174;942;Sometimes;Public_Transportation;Obesity_Type_III
Female;23;166;11447;yes;yes;300;300;Sometimes;no;241;no;19;803;Sometimes;Public_Transportation;Obesity_Type_III
Female;21;175;12790;yes;yes;300;300;Sometimes;no;171;no;39;999;Sometimes;Public_Transportation;Obesity_Type_III
Female;21;173;15209;yes;yes;300;300;Sometimes;no;237;no;75;671;Sometimes;Public_Transportation;Obesity_Type_III
Female;19;175;13380;yes;yes;300;300;Sometimes;no;287;no;147;628;Sometimes;Public_Transportation;Obesity_Type_III
Female;24;172;11451;yes;yes;300;300;Sometimes;no;299;no;39;527;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;163;11195;yes;yes;300;300;Sometimes;no;274;no;0;37;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;164;11187;yes;yes;300;300;Sometimes;no;262;no;0;139;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;165;10476;yes;yes;300;300;Sometimes;no;261;no;25;802;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;163;10748;yes;yes;300;300;Sometimes;no;269;no;0;411;Sometimes;Public_Transportation;Obesity_Type_III
Female;21;174;13093;yes;yes;300;300;Sometimes;no;185;no;146;962;Sometimes;Public_Transportation;Obesity_Type_III
Female;24;174;13253;yes;yes;300;300;Sometimes;no;287;no;97;583;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;158;10200;yes;yes;300;300;Sometimes;no;100;no;1;1000;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;161;10303;yes;yes;300;300;Sometimes;no;108;no;16;825;Sometimes;Public_Transportation;Obesity_Type_III
Female;18;182;14210;yes;yes;300;300;Sometimes;no;271;no;200;814;Sometimes;Public_Transportation;Obesity_Type_III
Female;18;183;15272;yes;yes;300;300;Sometimes;no;215;no;200;957;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;166;11199;yes;yes;300;300;Sometimes;no;289;no;0;19;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;164;11121;yes;yes;300;300;Sometimes;no;271;no;0;111;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;167;10459;yes;yes;300;300;Sometimes;no;157;no;21;882;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;167;10475;yes;yes;300;300;Sometimes;no;141;no;14;753;Sometimes;Public_Transportation;Obesity_Type_III
Female;21;167;12470;yes;yes;300;300;Sometimes;no;116;no;79;366;Sometimes;Public_Transportation;Obesity_Type_III
Female;21;169;12977;yes;yes;300;300;Sometimes;no;115;no;172;959;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;162;11068;yes;yes;300;300;Sometimes;no;269;no;0;425;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;164;11082;yes;yes;300;300;Sometimes;no;271;no;0;251;Sometimes;Public_Transportation;Obesity_Type_III
Female;22;173;13552;yes;yes;300;300;Sometimes;no;149;no;195;869;Sometimes;Public_Transportation;Obesity_Type_III
Female;21;175;13357;yes;yes;300;300;Sometimes;no;287;no;162;826;Sometimes;Public_Transportation;Obesity_Type_III
Female;21;181;13873;yes;yes;300;300;Sometimes;no;264;no;48;735;Sometimes;Public_Transportation;Obesity_Type_III
Female;21;181;15587;yes;yes;300;300;Sometimes;no;242;no;95;574;Sometimes;Public_Transportation;Obesity_Type_III
Female;18;175;13367;yes;yes;300;300;Sometimes;no;290;no;151;625;Sometimes;Public_Transportation;Obesity_Type_III
Female;21;175;13385;yes;yes;300;300;Sometimes;no;295;no;145;673;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;163;11189;yes;yes;300;300;Sometimes;no;262;no;0;156;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;164;11182;yes;yes;300;300;Sometimes;no;255;no;0;205;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;164;10481;yes;yes;300;300;Sometimes;no;265;no;19;692;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;162;10493;yes;yes;300;300;Sometimes;no;170;no;0;544;Sometimes;Public_Transportation;Obesity_Type_III
Female;23;176;13337;yes;yes;300;300;Sometimes;no;285;no;121;767;Sometimes;Public_Transportation;Obesity_Type_III
Female;20;176;13395;yes;yes;300;300;Sometimes;no;284;no;142;817;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;161;10239;yes;yes;300;300;Sometimes;no;105;no;3;539;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;166;10278;yes;yes;300;300;Sometimes;no;107;no;11;1000;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;160;10490;yes;yes;300;300;Sometimes;no;261;no;0;553;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;163;10499;yes;yes;300;300;Sometimes;no;124;no;16;619;Sometimes;Public_Transportation;Obesity_Type_III
Female;18;177;13704;yes;yes;300;300;Sometimes;no;286;no;170;656;Sometimes;Public_Transportation;Obesity_Type_III
Female;22;179;13777;yes;yes;300;300;Sometimes;no;283;no;151;923;Sometimes;Public_Transportation;Obesity_Type_III
Female;18;180;14117;yes;yes;300;300;Sometimes;no;242;no;200;894;Sometimes;Public_Transportation;Obesity_Type_III
Female;20;179;15198;yes;yes;300;300;Sometimes;no;230;no;83;914;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;164;11194;yes;yes;300;300;Sometimes;no;276;no;0;102;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;164;11160;yes;yes;300;300;Sometimes;no;265;no;0;251;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;162;10504;yes;yes;300;300;Sometimes;no;255;no;0;394;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;161;10542;yes;yes;300;300;Sometimes;no;218;no;0;520;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;163;10484;yes;yes;300;300;Sometimes;no;221;no;11;604;Sometimes;Public_Transportation;Obesity_Type_III
Female;25;168;10482;yes;yes;300;300;Sometimes;no;144;no;22;912;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;166;11092;yes;yes;300;300;Sometimes;no;160;no;3;200;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;166;11022;yes;yes;300;300;Sometimes;no;153;no;2;436;Sometimes;Public_Transportation;Obesity_Type_III
Female;19;167;12481;yes;yes;300;300;Sometimes;no;123;no;79;640;Sometimes;Public_Transportation;Obesity_Type_III
Female;21;171;12186;yes;yes;300;300;Sometimes;no;162;no;138;926;Sometimes;Public_Transportation;Obesity_Type_III
Female;22;175;13378;yes;yes;300;300;Sometimes;no;195;no;149;907;Sometimes;Public_Transportation;Obesity_Type_III
Female;21;171;13187;yes;yes;300;300;Sometimes;no;171;no;159;926;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;162;11001;yes;yes;300;300;Sometimes;no;251;no;0;368;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;164;11097;yes;yes;300;300;Sometimes;no;264;no;0;358;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;162;11127;yes;yes;300;300;Sometimes;no;261;no;0;199;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;162;10998;yes;yes;300;300;Sometimes;no;222;no;0;481;Sometimes;Public_Transportation;Obesity_Type_III
Female;21;174;13215;yes;yes;300;300;Sometimes;no;166;no;167;629;Sometimes;Public_Transportation;Obesity_Type_III
Female;22;173;13290;yes;yes;300;300;Sometimes;no;182;no;158;931;Sometimes;Public_Transportation;Obesity_Type_III
Female;24;169;11448;yes;yes;300;300;Sometimes;no;251;no;33;668;Sometimes;Public_Transportation;Obesity_Type_III
Female;24;164;11328;yes;yes;300;300;Sometimes;no;258;no;17;463;Sometimes;Public_Transportation;Obesity_Type_III
Female;18;175;12826;yes;yes;300;300;Sometimes;no;250;no;155;665;Sometimes;Public_Transportation;Obesity_Type_III
Female;20;175;12936;yes;yes;300;300;Sometimes;no;225;no;64;685;Sometimes;Public_Transportation;Obesity_Type_III
Female;21;175;14430;yes;yes;300;300;Sometimes;no;237;no;125;723;Sometimes;Public_Transportation;Obesity_Type_III
Female;21;175;14929;yes;yes;300;300;Sometimes;no;231;no;168;706;Sometimes;Public_Transportation;Obesity_Type_III
Female;19;174;13258;yes;yes;300;300;Sometimes;no;244;no;146;871;Sometimes;Public_Transportation;Obesity_Type_III
Female;22;175;13395;yes;yes;300;300;Sometimes;no;283;no;141;863;Sometimes;Public_Transportation;Obesity_Type_III
Female;24;169;11278;yes;yes;300;300;Sometimes;no;272;no;34;153;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;167;11288;yes;yes;300;300;Sometimes;no;299;no;36;169;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;163;11183;yes;yes;300;300;Sometimes;no;256;no;0;237;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;164;11187;yes;yes;300;300;Sometimes;no;264;no;0;88;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;164;11154;yes;yes;300;300;Sometimes;no;263;no;0;162;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;165;11191;yes;yes;300;300;Sometimes;no;288;no;0;97;Sometimes;Public_Transportation;Obesity_Type_III
Female;26;160;10503;yes;yes;300;300;Sometimes;no;192;no;3;546;Sometimes;Public_Transportation;Obesity_Type_III
